Gene_Name	CD-coefficient	Significance
RMRP	0.2627714146032362	-0.25035170540846885
FKBP5	0.2220843433922529	-0.20265683130682668
HIST1H1B	0.21782036013792444	-0.22908825547235082
MT-RNR2	0.20378980451268275	-0.27238094821151454
IL7R	0.19062520489465215	-0.24142127009571812
RPLP0	0.17006824311153712	-0.23850922732439728
RNF213	0.14029153352705967	-0.2463219259111601
RPL13A	0.13859810045280846	-0.24201792930390142
MSN	0.12778144734473224	-0.27220739476421657
PRF1	0.127762960307599	-0.26570587549517866
HSPA8	0.12398291910003967	-0.2364916815505936
EEF1A1	0.10957187834207298	-0.1769598441529535
HIST1H1C	0.10604426817841228	-0.22911759888494518
TXNIP	0.09828382475608946	-0.10738329500687072
SLC1A5	0.09716998180247756	-0.21397543717762024
TPT1	0.09646739010085897	-0.13074527084111875
TMSB10	0.09368412843211343	-0.14038264091003005
ACTG1	0.08603348263456934	-0.03953794147271178
MT-RNR1	0.08543356480169306	-0.2723741189081604
HIST1H3B	0.08518808077830778	-0.2300540566272875
RPLP2	0.08405746754081496	-0.23838369709836993
HIST1H1D	0.0832821721558879	-0.22914692381320048
HSP90AA1	0.07992569577730455	-0.23599446124474438
RPL4	0.07955490263368431	-0.2394751120117281
PTMA	0.07477195026170481	-0.26210196647812495
RPS3	0.06965691502144035	-0.23647841214941223
YWHAZ	0.06626676085508106	-0.06369696416209825
HMGB2	0.06466020929280702	-0.23239569508964616
TSC22D3	0.06450152533818476	-0.11804052322261094
HIST1H2AE	0.0636486199929213	-0.22929354058352602
RPL14	0.06336561622976986	-0.24180917858904216
RPS6	0.06300433691211797	-0.23592482735666775
HIST1H3C	0.06223477001029604	-0.23008323214317883
HIST1H1E	0.06207222534425498	-0.229176248504979
RPL5	0.06062867949181186	-0.23928959078768308
SMAP2	0.060509338479163524	-0.20507661222698426
EEF2	0.059458623607162225	-0.17790481745102865
FAM129A	0.05716772038191535	-0.19282030209939877
TPM4	0.055262984963659716	-0.1315917014276783
RACK1	0.055227675311471505	-0.25844994504678204
AREG	0.05449009300381404	-0.08157779260731238
RPL3	0.053139191407733224	-0.24036416919000803
SMARCA2	0.05303624197326555	-0.2049915116241614
RPSA	0.0526840176444711	-0.23540083450313043
HIST1H2AJ	0.05106183084477333	-0.229410726237376
CXCR4	0.05023979429895728	-0.15521199098661564
IKZF1	0.04996610742731982	-0.2402382103667077
TUBA1B	0.04883276965765384	-0.11103520456214477
