Gene	CD-coefficient	Significance
ENSRNOG00000010761	0.411031597678701	0.01988487284969448
ENSRNOG00000034234	0.27014729889613526	-0.0019259761557123278
ENSRNOG00000005825	0.25270265685283666	0.019117264461811695
ENSRNOG00000047746	0.17293614692919063	-0.0016155892179982034
ENSRNOG00000013973	0.15033249906328605	0.014876310400029291
ENSRNOG00000031766	0.09476377289552651	-0.0018457175987932617
ENSRNOG00000018991	0.09467954166266701	0.004239718101313683
ENSRNOG00000030371	0.07239885881197038	-0.001743478591056169
ENSRNOG00000014064	0.06725964906434297	0.014669794938245495
ENSRNOG00000012062	0.05795410242480909	0.018452090193976922
ENSRNOG00000042960	0.05524222028044853	-0.0017710620494949536
ENSRNOG00000011647	0.05362462215200525	0.019080885219766752
ENSRNOG00000020196	0.052498282056138754	0.0024084616791435476
ENSRNOG00000011483	0.05144114783952484	0.019293017837410276
ENSRNOG00000015036	0.047904562908817616	0.012391143975953867
ENSRNOG00000005924	0.04658268290734022	0.01918371308032621
ENSRNOG00000053452	0.04310926698010147	-0.0013286002134949015
ENSRNOG00000005695	0.04080600853356282	0.018990556823638233
ENSRNOG00000011557	0.04025897188440653	0.019192798472910555
ENSRNOG00000007467	0.039675787918429004	0.020029344994287296
ENSRNOG00000010645	0.03764674668312814	0.0199609234118015
ENSRNOG00000010362	0.0358066138303182	0.020087578182549526
ENSRNOG00000002718	0.035723420904277464	0.012201514163109259
ENSRNOG00000016281	0.03508050558145063	0.009678257581552496
ENSRNOG00000008412	0.0342064370842904	0.020254327679811446
ENSRNOG00000010105	0.02884075614378352	0.020128333373616386
ENSRNOG00000011800	0.02865761588277693	0.018880808335529575
ENSRNOG00000010331	0.028190929326080062	0.020096796328783972
ENSRNOG00000056747	0.028064020722269777	-0.0013613065631472576
ENSRNOG00000024689	0.027473407060579214	-0.0005993986186159095
ENSRNOG00000021259	0.026462850681315868	0.001005602330056532
ENSRNOG00000007390	0.026193001415083184	0.019983215557966394
ENSRNOG00000003029	0.025223007472415376	0.013223684910892347
ENSRNOG00000004284	0.024757051649483774	0.01661353450499646
ENSRNOG00000030019	0.024693256260697006	-0.0017086768743537206
ENSRNOG00000003357	0.024645755342773256	0.01433086141687355
ENSRNOG00000030118	0.02442365115891752	-0.001717823964143439
ENSRNOG00000010966	0.024403568338892602	0.019751326381402146
ENSRNOG00000010712	0.02422113272588288	0.019921753482359694
ENSRNOG00000030386	0.02421330780310721	-0.0017441883232546251
ENSRNOG00000014573	0.023663130831515892	0.013465015347819909
ENSRNOG00000026963	0.0225379394863637	-0.0012843370813065969
ENSRNOG00000012074	0.02114265405051352	0.01843908580072451
ENSRNOG00000013859	0.0205309292604998	0.01514725722092336
ENSRNOG00000018294	0.019962302151543636	0.005487176526439541
ENSRNOG00000057221	0.01974270907414047	-0.0011271585857115518
ENSRNOG00000015468	0.01964556513675674	0.011411021719455183
ENSRNOG00000048043	0.019124673257910636	-0.0015997021242343257
ENSRNOG00000043866	0.018655448946447536	-0.0017542479641674547
ENSRNOG00000020817	0.018311681483996752	0.0015721608906735796
ENSRNOG00000018630	0.01802853344018533	0.0048753210555220194
ENSRNOG00000030478	0.017810235814274062	-0.001751502972147101
ENSRNOG00000042620	0.017667756676150604	-0.0017677798659047061
ENSRNOG00000030625	0.01738666510461527	-0.0017594806869133395
ENSRNOG00000010524	0.017213062138009664	0.02002771619724042
ENSRNOG00000030963	0.016654295808466002	-0.0017812114790124456
ENSRNOG00000021201	0.01653140500196379	0.0010780027914709667
ENSRNOG00000033299	0.0159291725296155	-0.001919822041043573
ENSRNOG00000006857	0.015885707953426264	0.019691434411472586
ENSRNOG00000023546	0.015786256560827352	-0.0001636303473624423
ENSRNOG00000014288	0.01573394429680122	0.014141530019852466
ENSRNOG00000053450	0.015456426688211566	-0.0013278304804895669
ENSRNOG00000001806	0.015434322426365003	0.008528659205259324
ENSRNOG00000060728	0.015418823926900969	0.0017726677203747654
ENSRNOG00000009779	0.015384561193855424	0.020145008917187568
ENSRNOG00000023226	0.015270143127632429	1.398148928744014e-06
ENSRNOG00000002045	0.015084697545227765	0.009533512587066868
ENSRNOG00000013179	0.01499396979016945	0.01655133345640758
ENSRNOG00000020151	0.014687997534990891	0.0024606933103562545
ENSRNOG00000018524	0.01460882829463635	0.005035029355113296
ENSRNOG00000008937	0.014401523241775547	0.020168686952116766
ENSRNOG00000000158	0.013974213793604116	0.0003876872308396003
ENSRNOG00000036701	0.0138956574285043	-0.001914276568749873
ENSRNOG00000015156	0.013813094475116253	0.012117535808554292
ENSRNOG00000014453	0.013324934488805616	0.013764104687040368
ENSRNOG00000020889	0.013189109833418833	0.0014771956741433945
ENSRNOG00000007946	0.013073302901952744	0.020188649568889133
ENSRNOG00000056596	0.012968385044471406	-0.0014106185769485746
ENSRNOG00000000521	0.012932783777857825	0.0015114736546323563
ENSRNOG00000023465	0.012893585914477347	-0.00012100015467009229
ENSRNOG00000033162	0.01284540697662719	-0.0019172149121839954
ENSRNOG00000008012	0.012743296885817438	0.02020315554639493
ENSRNOG00000001414	0.012696096652838903	0.006678283819116726
ENSRNOG00000034190	0.012447604391319656	-0.0019270040200441985
ENSRNOG00000019846	0.012377892334372765	0.002898277856666076
ENSRNOG00000050197	0.012365208984840571	-0.0014199260494031085
ENSRNOG00000025994	0.012357159075416289	-0.0010571999521584718
ENSRNOG00000015278	0.012356739168215041	0.011829136091586312
ENSRNOG00000016581	0.012225163914873738	0.00894089231681322
ENSRNOG00000059714	0.012045598002810716	0.0011834539700033009
ENSRNOG00000042821	0.011894479548121362	-0.001771161610791716
ENSRNOG00000006305	0.011671608704814205	0.01944558794549167
ENSRNOG00000009797	0.01159153356869537	0.020142427464366203
ENSRNOG00000022523	0.0114706534045716	0.0003378487786581674
ENSRNOG00000017158	0.011447915787032675	0.007625714140963302
ENSRNOG00000017962	0.011142715918991134	0.006098846162739202
ENSRNOG00000013452	0.011043223144595705	0.015982597434211154
ENSRNOG00000020679	0.011027035215453814	0.001740765970051017
ENSRNOG00000002667	0.010853050642488324	0.012093256515163131
ENSRNOG00000014297	0.010807297496361126	0.014113294529607912
ENSRNOG00000007738	0.010698048416388524	0.020142132661863932
ENSRNOG00000014739	0.010631808207018463	0.013039676043524628
ENSRNOG00000045829	0.010569983492926198	-0.0017593606429260333
ENSRNOG00000007457	0.010563354959080862	0.02002508293422517
ENSRNOG00000043098	0.010492238963853765	-0.0017675954529454696
ENSRNOG00000005659	0.010436496901079013	0.018961769553912794
ENSRNOG00000020636	0.010388365075687045	0.0018079776500289357
ENSRNOG00000019568	0.010303797093540137	0.0033033398349787135
ENSRNOG00000050869	0.010282671396209954	-0.0014107258766419273
ENSRNOG00000058186	0.010209405843973242	-0.00028285720864629216
ENSRNOG00000055672	0.010208409016267234	-0.0014989623407946073
ENSRNOG00000014350	0.009986357353709677	0.013985369434895867
ENSRNOG00000034066	0.009886979226809386	-0.0019284650936091108
ENSRNOG00000051970	0.0097467735927794	-0.0013712661296728657
ENSRNOG00000015667	0.009742669110652379	0.0109766145082697
ENSRNOG00000012123	0.009614706110779738	0.01836400800333382
ENSRNOG00000003343	0.009597210909491052	0.014295427632606605
ENSRNOG00000003977	0.009517996943448716	0.015960820525638533
ENSRNOG00000043377	0.009515046793587412	-0.0017567724689945274
ENSRNOG00000009946	0.009488106740063864	0.02013035632487359
ENSRNOG00000006859	0.009401006761622524	0.01969213653471122
ENSRNOG00000000321	0.009331264250580678	0.0007697625414623578
ENSRNOG00000014828	0.009327929641590944	0.012863935522667624
ENSRNOG00000036689	0.009180441323512725	-0.0019153623945546983
ENSRNOG00000030700	0.00906265729356356	-0.0017645077766965667
ENSRNOG00000019584	0.009029421449562942	0.0032749839383926505
ENSRNOG00000003120	0.008990392801074679	0.013505424460503665
ENSRNOG00000029726	0.008942168875584168	-0.001679771960515053
ENSRNOG00000058388	0.008772847575123569	-0.00012034548711692405
ENSRNOG00000011559	0.008616991199587226	0.019190394629918783
ENSRNOG00000003899	0.00860387372123748	0.015805892556471773
ENSRNOG00000015018	0.00860028050905464	0.012443541167221184
ENSRNOG00000020660	0.00859978436218662	0.0017662568047476235
ENSRNOG00000016478	0.008534563674622509	0.009174173571589228
ENSRNOG00000003217	0.008469200952933941	0.013856695133094704
ENSRNOG00000010208	0.008459297307311516	0.020120215984800183
ENSRNOG00000018911	0.00837009520056849	0.004382898723223394
ENSRNOG00000003975	0.008344553441566803	0.01595689113011381
ENSRNOG00000021750	0.008293314727574396	0.0007058388839332741
ENSRNOG00000019422	0.008001841782393566	0.003540561073076709
ENSRNOG00000002934	0.007889872680414519	0.01292025190283233
ENSRNOG00000002093	0.007888172821206912	0.00974808549588737
ENSRNOG00000001300	0.007802821547142874	0.005962342571894548
ENSRNOG00000021013	0.0077467678403291855	0.0013253087321448698
ENSRNOG00000027864	0.0075892621865131975	-0.0014521808896194033
ENSRNOG00000025936	0.007559584753066316	-0.0010404575148414974
ENSRNOG00000050190	0.0073959383022961745	-0.0014204022856316723
ENSRNOG00000014637	0.0073802262982911255	0.013280398671416116
ENSRNOG00000026293	0.006969661494356821	-0.0011400606065420371
ENSRNOG00000019940	0.006901549539667222	0.002775913270293806
ENSRNOG00000007687	0.006872370579669527	0.020131714797411437
ENSRNOG00000003098	0.006822816476357892	0.013427137170816533
ENSRNOG00000007519	0.006714638569269687	0.020057119375711363
ENSRNOG00000010549	0.006695503236644051	0.020012867075853535
ENSRNOG00000017801	0.006686628161250025	0.006427353130787683
ENSRNOG00000008016	0.006655868030845522	0.020203939032715168
ENSRNOG00000010944	0.006648263889256404	0.019766459153021887
ENSRNOG00000027520	0.006628272552571503	-0.0014035046216094305
ENSRNOG00000004276	0.0064881126541967695	0.01658614306540669
ENSRNOG00000014179	0.0064671539605030874	0.014404221776079473
ENSRNOG00000002680	0.006397302098905046	0.012113873122227906
ENSRNOG00000033609	0.0063723745300429445	-0.0019247590369654288
ENSRNOG00000012181	0.006342338847298449	0.018271466816878024
ENSRNOG00000009173	0.006314025736330287	0.020161666176020443
ENSRNOG00000010748	0.006298240952274813	0.01989432372341088
ENSRNOG00000010218	0.006210913740420727	0.020118527904914973
ENSRNOG00000019500	0.006208028531174599	0.003400741941447072
ENSRNOG00000047605	0.006169181451249681	-0.0016258641891178094
ENSRNOG00000001053	0.006111446166140292	0.00436177481828106
ENSRNOG00000005861	0.006090147313627653	0.01913555438600173
ENSRNOG00000014201	0.006079256332712237	0.01434509568197051
ENSRNOG00000003300	0.006069102363771201	0.014199747888258035
ENSRNOG00000002671	0.00604617153819593	0.012107011042191723
ENSRNOG00000010170	0.0060257553522405525	0.02012485754524565
ENSRNOG00000004612	0.0060200223477126025	0.017308221354137232
ENSRNOG00000053691	0.006015529046587089	-0.0013778632649041889
ENSRNOG00000017093	0.006011092386462811	0.007762153435126706
ENSRNOG00000007234	0.006006036390117885	0.01986590289992604
ENSRNOG00000002418	0.005976477913811145	0.011285592323727466
ENSRNOG00000043210	0.005972966247287883	-0.001761629708817325
ENSRNOG00000056756	0.00593664789815195	-0.001357369456690738
ENSRNOG00000049829	0.0059226602752369	-0.0014567617129678245
ENSRNOG00000029971	0.0058504069465061	-0.0017042537595655105
ENSRNOG00000008346	0.0058413623406834295	0.020252279037005633
ENSRNOG00000020456	0.005825549856283628	0.00204486798045711
ENSRNOG00000014314	0.00582317925338197	0.01408004278036512
ENSRNOG00000017510	0.005787097212840426	0.006947090935376543
ENSRNOG00000019834	0.005767164015191265	0.0029119272419048103
ENSRNOG00000013874	0.0057509304617439925	0.01511606222703854
ENSRNOG00000018164	0.005662504755565458	0.005716598547897411
ENSRNOG00000007136	0.005657919960553458	0.019820691928020523
ENSRNOG00000003259	0.00556506034945844	0.014047929170178788
ENSRNOG00000021314	0.005529975376148887	0.0009520791082450186
ENSRNOG00000012053	0.0054810137773638485	0.018471308398100905
ENSRNOG00000013484	0.00546614850153062	0.015923167035089558
ENSRNOG00000016552	0.005447077756598253	0.009009901281271715
ENSRNOG00000007492	0.005435388297262521	0.020041997259684696
ENSRNOG00000016781	0.0054296777785333575	0.008449335876018038
ENSRNOG00000005828	0.005428426676656495	0.019120670616433993
ENSRNOG00000011222	0.005425425683023937	0.019572142807996407
ENSRNOG00000006228	0.005383887921679416	0.019403113267822625
ENSRNOG00000018184	0.005380317796359615	0.005681814436116539
ENSRNOG00000011148	0.005357026695113151	0.019635641027787754
ENSRNOG00000055471	0.005253551773410318	-0.0014681542272323433
ENSRNOG00000053272	0.00518605053642832	-0.0012993666150877825
ENSRNOG00000029707	0.0051372868952922375	-0.0016793733259954369
ENSRNOG00000016220	0.005082473687526163	0.009864861207572129
ENSRNOG00000039496	0.005063769115266632	-0.001825654305029789
ENSRNOG00000058003	0.0050600496729387105	-0.00045732178794499756
ENSRNOG00000050519	0.005057344353351163	-0.0014165166187153355
ENSRNOG00000005290	0.0050449278654696615	0.018502783728357813
ENSRNOG00000014409	0.0050075172913136646	0.013852891865727135
ENSRNOG00000015644	0.004985707863695242	0.011013320026940276
ENSRNOG00000025476	0.004955281349238705	-0.0009008250687462249
ENSRNOG00000015079	0.0049527892012802424	0.012301086534800332
ENSRNOG00000034254	0.00489723120556855	-0.0019250670756496557
ENSRNOG00000004678	0.004866562441283398	0.017437038211062822
ENSRNOG00000012623	0.004798495526676453	0.017553389313155643
ENSRNOG00000016122	0.00479807308396355	0.010088793134876817
ENSRNOG00000028448	0.004791409056140708	-0.0015390331036099214
ENSRNOG00000010478	0.004780107704516134	0.0200510553942293
ENSRNOG00000011489	0.004756798082284968	0.019285576798508286
ENSRNOG00000014426	0.0047515085524019954	0.013820155638795628
ENSRNOG00000001285	0.004723481257525943	0.005847944775540195
ENSRNOG00000022669	0.004723091018228644	0.00026936574848834827
ENSRNOG00000002930	0.004708695951407191	0.0129071383825409
ENSRNOG00000007364	0.004679612158763095	0.01996726845906513
ENSRNOG00000016695	0.004616965445672104	0.008661400499290317
ENSRNOG00000023786	0.004603390367611059	-0.00024604568925201686
ENSRNOG00000053766	0.004572363080541159	-0.001393501608423442
ENSRNOG00000008697	0.004554599282269795	0.02019026717534761
ENSRNOG00000045636	0.004547036453686778	-0.0017541594965972962
ENSRNOG00000028043	0.004545577207365654	-0.0014820903555295972
ENSRNOG00000030954	0.004518569040933131	-0.0017804283468526583
ENSRNOG00000002227	0.004472031273908087	0.010506031594642307
ENSRNOG00000021265	0.004453470994999319	0.0009932325214365711
ENSRNOG00000000443	0.004396557333897632	0.0010383762214699506
ENSRNOG00000047393	0.004396051711729168	-0.001649006010131182
ENSRNOG00000051612	0.004375554456817781	-0.0013621699907718776
ENSRNOG00000002097	0.00437509394251116	0.00976837427960979
ENSRNOG00000014532	0.00435658419668916	0.013534750430510722
ENSRNOG00000031579	0.004317292566341195	-0.0018315079057801276
ENSRNOG00000053172	0.004295904086385097	-0.0012915370544472893
ENSRNOG00000008759	0.004270087123282942	0.020180010677793736
ENSRNOG00000003546	0.004249211256017865	0.014838601975233068
ENSRNOG00000032401	0.00422995432423024	-0.0018828438147936444
ENSRNOG00000032297	0.004226406516220646	-0.0018747726462167158
ENSRNOG00000004540	0.004216988808737988	0.017179298509732918
ENSRNOG00000011913	0.004216986303911627	0.018712001947450763
ENSRNOG00000018598	0.004214651345786882	0.004920432730375235
ENSRNOG00000057569	0.004205689189241106	-0.000813005755508911
ENSRNOG00000025053	0.004183863190897674	-0.0007472732758675438
ENSRNOG00000012749	0.004181151340877222	0.017313483698937926
ENSRNOG00000020527	0.0041758648539774405	0.001954114973533372
ENSRNOG00000015442	0.004140612969152058	0.011465979135450277
ENSRNOG00000010789	0.0041321076940995785	0.019871489482920057
ENSRNOG00000029042	0.004097403750706118	-0.0016157694801093303
ENSRNOG00000009222	0.0040895394379446125	0.02015508042799416
ENSRNOG00000058470	0.004085486110015496	-2.9056356337542333e-05
ENSRNOG00000002926	0.004069547447636065	0.012894239857843673
ENSRNOG00000010805	0.0040630017847088536	0.019859165831044412
ENSRNOG00000055365	0.004061003463444927	-0.0014471127047298582
ENSRNOG00000061857	0.004054718055727826	0.00039206151124127064
ENSRNOG00000018338	0.0040498255297877536	0.005407688121162935
ENSRNOG00000007114	0.004031554598316974	0.01980331179205147
ENSRNOG00000014765	0.003983806051095923	0.012979658743053735
ENSRNOG00000031420	0.003962822315491204	-0.0018185502171926826
ENSRNOG00000018796	0.0039336823144973596	0.00457375624518086
ENSRNOG00000004964	0.003927682151376799	0.017950515643609374
ENSRNOG00000012865	0.003915226602525527	0.01707974941957574
ENSRNOG00000046699	0.0039121190180360635	-0.0017208547830737109
ENSRNOG00000050997	0.0039055089603659263	-0.0014028233648312183
ENSRNOG00000015496	0.0038862545155438385	0.011360768916505726
ENSRNOG00000001889	0.003870657088245283	0.009003546464799686
ENSRNOG00000050404	0.003861684614527059	-0.0014160537080213365
ENSRNOG00000037795	0.0038205929208449513	-0.0018880574813924245
ENSRNOG00000025371	0.0038156074220201145	-0.0008637093200506429
ENSRNOG00000023896	0.003810123352749045	-0.00028227359929433593
ENSRNOG00000046001	0.0037914361337139132	-0.0017600069598668888
ENSRNOG00000004659	0.0037751726438115204	0.017394731401904007
ENSRNOG00000020020	0.0037661715669196523	0.0026410886313803505
ENSRNOG00000001030	0.003763218723788599	0.004266809527126263
ENSRNOG00000058909	0.0037372585297523117	0.00039946302768811837
ENSRNOG00000020918	0.0037268662616194246	0.001440857084740177
ENSRNOG00000006345	0.0037256979691462234	0.019475189546358268
