Gene_Name	CD-coefficient	Significance
SRGN	0.582870816117245	0.0013720110341635117
MPO	0.2894689681862754	-0.055221038454227545
FTL	0.13328469872594795	-0.10776003137046852
CD163	0.11807765057915998	-0.07992876261841775
THBS1	0.10222935578550396	0.0017415720604331275
ENO1	0.09125971132446538	-0.1089572331276846
P4HB	0.08605347580390396	-0.03129732009054176
FN1	0.08522421142844457	-0.1083065692641183
GLUL	0.07989071176413741	-0.10557118133705728
GAPDH	0.07872161063409336	-0.10707073030616898
VIM	0.07555482262823186	0.001130247529780859
FKBP5	0.06871759767158295	-0.10849522811998236
S100A9	0.06551341331981739	-0.002834128602411279
PKM	0.06152563787865938	-0.02253486283481554
SAT1	0.05462401088652574	-0.0025038556227549025
LDHA	0.04627063410801041	-0.07990529775030919
CTSG	0.04282384562944025	-0.0999104961977351
SERPINB1	0.04140746750276544	-0.0012531315969175338
VSIG4	0.040841586895670495	0.0011462586633997907
LRRC75A-AS1	0.038424204911987225	-0.07064364805084083
S100A8	0.03818417133136203	-0.0028405600169171263
MFGE8	0.03732734298476223	-0.06065670562692288
CST7	0.03717865083590844	-0.09921869232174735
FTH1	0.03603512596968969	-0.10779841983357685
RNASE1	0.03319157202354108	-0.006537197350417134
TSC22D3	0.030177002153928684	0.0009167921091556286
PLIN2	0.030053770303308545	-0.021300840045750613
RPL21	0.029881238844183887	-0.005134086407171723
ACSL1	0.028528671707000193	-0.023255613652443836
HMGB2	0.0277129743457746	-0.09846420469808875
PGK1	0.026787581096915234	-0.025599028100238286
CALR	0.023697430354892635	-0.07160883304373075
CTSD	0.02244663639868646	-0.09987566517709756
LAPTM5	0.020693804144672725	-0.08070694123580946
TPI1	0.020056987739397323	0.001151900529784533
RPL37A	0.019768173797147223	-0.0047074424915497515
IL1R2	0.019723880920320142	-0.09304190866979467
RPL7	0.019594548795040856	-0.004502416998322545
NDRG1	0.019082732544914067	-0.04378668633766725
MAFB	0.019072248609391152	-0.06808152307142801
CTSB	0.018903098768538976	-0.09984077676947653
S100A6	0.018729288690140997	-0.002846937434844654
RPS3A	0.017327395501219107	-0.003889279958015135
PHC2	0.016773792471522136	-0.02521316379182914
DDIT4	0.01652170289227741	-0.1031067225341867
GPNMB	0.01629820629709577	-0.10427738463013764
HSPA5	0.01611444194697725	-0.09598582224037588
RPL5	0.0159331234608024	-0.004567443009485306
ARHGDIB	0.01573698940460123	-0.047605639853641885
FOS	0.014883573434640295	-0.10817805121982266
DAAM2	0.014463248006859409	-0.10184251871964137
FGR	0.013948366764385094	-0.10863571355561935
RPN1	0.013281087828897673	-0.004332442950578885
CSTA	0.013124971276231676	-0.09923675037092741
TKT	0.012570112317219377	0.0016969629131265984
RPL6	0.01246631404817405	-0.004518604737166365
PDK4	0.012272084157732501	-0.02724214527393809
RPS27A	0.012140102794818072	-0.003995183973383165
FPR1	0.0121206645490301	-0.10800110151020292
NPC2	0.011939631492378745	-0.03813253727361443
RPS6	0.011890845533727804	-0.0037927550302236934
GPI	0.011874324975152907	-0.10435445194439419
S100A4	0.01169748305621338	-0.0028596787892548603
RNASE2	0.011532426176134968	-0.006527766830695225
IGF2R	0.011344272230675972	-0.09397599689968883
S100A10	0.011331679835428978	-0.002891811770525332
NUCB2	0.011217881527895721	-0.03562534645846083
IFNGR1	0.011019419346798906	-0.09440072694808155
MAOA	0.010973490481102776	-0.06698282686228124
SERF2	0.010822812039378057	-0.0013024937193354402
HNRNPA1	0.010802667592310421	-0.09803844888985536
RPL23	0.010569599062049725	-0.0050467134133136415
FLT3	0.01055762037864408	-0.10838309942041124
ALOX15B	0.010531567012035654	-0.03846650679182098
PLD3	0.010463271440607415	-0.021847569268268696
RNASE3	0.010386453253913734	-0.006518389266613189
CPD	0.010340601786727799	-0.09681206299287581
SCD	0.010321561255470029	-0.0022700502338283135
ADAMTS2	0.010172733487762858	-0.02423290056986352
SLC44A1	0.010041732296338876	0.00048597210991019324
LPL	0.009931089563725135	-0.07221309663306646
PDIA3	0.009904025539767016	-0.027405110905901586
FCGRT	0.009759489442226155	-0.10883655172319001
IRS2	0.009591023891410986	-0.09032384044883102
DUSP1	0.009172401731585345	-0.10720184948851719
SAMSN1	0.009144736997038525	-0.00262349214112767
MNDA	0.009090082093749034	-0.05636366101282264
SLC2A5	0.00894618647821139	0.00025423747323649604
C5AR1	0.008918200307193478	-0.0689168557801001
SLC1A3	0.00887549861318096	-2.0197616941053376e-05
APOE	0.00884850566974234	-0.045638130912211194
MT-ND3	0.008842987794624434	-0.05149542868068824
GBE1	0.008611150941964546	-0.10676344839661256
LRPAP1	0.008588479898780785	-0.0716232047449008
MARC1	0.00850574830364367	-0.0654233658750501
IRAK3	0.008459308383929427	-0.0906482342803896
HADHA	0.008418558351358157	-0.1016626981931878
SPP1	0.008298911281731419	0.001314649192838302
C4orf3	0.008263191229282377	-0.06877444939068814
HSD17B4	0.008243535429725925	-0.0963885859728551
ALDOC	0.0082359854876075	-0.0377804981978309
RPL41	0.008197705639158365	-0.004608368569214649
MS4A3	0.00818739097817542	-0.05237830129821264
B4GALT5	0.008126730460753172	-0.05638701067692384
FCGR3A	0.008038856830046872	-0.10884021801771171
CD63	0.007978615206721992	-0.08154356558369596
DUSP6	0.007871903704721041	-0.10733026434529233
EVI2B	0.007833575280928528	-0.10928775139843072
C1orf162	0.007833130673040804	-0.06718305862046203
QSOX1	0.007803561304316423	-0.011875917350635534
VAMP8	0.007687544148818252	0.0010627325741668914
RPS27	0.0076625262561817635	-0.004002934696236582
SESN1	0.007555696279425905	-0.0011606612909562664
TCN2	0.007543834590037627	0.0017842846489559694
TSPAN14	0.007455937442805937	0.0008779762234414346
MGST1	0.0074477384721297136	-0.05981744144386736
ERLIN1	0.007446737071444047	-0.10920651081836122
TMIGD3	0.007393805812509998	0.0014601412215284881
BTG1	0.007361561920790129	-0.06331006385883232
UBA52	0.007356031828345669	0.000813385893330465
KLF9	0.007269330032691097	-0.08358902450914107
LMNA	0.007156451114187484	-0.07311865178144589
AIG1	0.007104755962213434	-0.026937415012692312
ASAH1	0.007040009935050255	-0.050471240147942464
CEBPB	0.006688634284257963	-0.08516059718726746
PDIA6	0.00667646979322562	-0.027332559893638142
RPL14	0.006669457487875863	-0.005240119791074638
RPL9	0.0065772069164658125	-0.00438058766024596
BEX1	0.006574611615239822	-0.05956145966521424
S100A11	0.006552498392302553	-0.00288533961759585
AREG	0.006551292596771923	-0.04630046644093508
NKG7	0.006518535778106454	-0.04001157362097829
CSGALNACT1	0.00645664261245065	-0.0988175663953132
P4HA1	0.006441673745000335	-0.03133564498650643
SAP30	0.006384153451950092	-0.002604962117386478
JDP2	0.006379959711491613	-0.08851210616729999
ANXA1	0.006372792842435516	-0.041389325826058115
LGALS1	0.006305428051430681	-0.07927440308876887
PER1	0.006232948636874211	-0.026503808708740806
TPST1	0.006225981077241684	0.0011296951226743568
C3AR1	0.006154808470455499	-0.06840388314183171
NDUFB9	0.006146970623632719	-0.042948035748420654
CD52	0.006099851015508454	-0.08138293637656838
TALDO1	0.0060875470162822225	0.0017249202676026254
DHCR24	0.006064068105971123	-0.10452389639882353
RPS24	0.006057664510692374	-0.004026225157892638
CLEC11A	0.006031399139997844	-0.09149723498967657
SDC4	0.006024855975402991	-0.0019837096751710304
CD93	0.005855301486514249	-0.08202541571287328
HEXA	0.005851547170669559	-0.10025955514537876
FCER1G	0.005819401828289448	-0.10887249500018936
CREG1	0.005804938386478126	-0.09791369811740228
HSP90B1	0.005795556477981193	-0.09612051020688472
FPR2	0.0057790962300765655	-0.10799517049011292
SLC16A3	0.005741356804686389	-8.092391438208058e-05
HCST	0.0057290194636482284	-0.10115559830148724
GUSB	0.005718163991047792	-0.10227168139729109
RPL31	0.005703574293238293	-0.004832770630543992
CEBPD	0.005608728144303038	-0.08521322366034256
CXCL8	0.005576617931412018	-0.10062855897892761
MEGF9	0.0054696581129939775	-0.06195731194471832
VAT1	0.00539866333250204	0.0010767133216500469
CPM	0.005392423226903038	-0.09697210137074447
DBI	0.005382418671071104	-0.10225857753458467
IGFBP7	0.005356155165772472	-0.09390479583702033
SULT1B1	0.005321514946749187	0.0016029889526415486
ADAMDEC1	0.005281458466370375	-0.02416238960461181
ABLIM3	0.005158864440823146	-0.0016987017148641717
MCEMP1	0.005112428861908826	-0.06394780190382005
INSIG1	0.005065858539442506	-0.09162707927861125
CNIH4	0.005059703570593691	-0.09351107073768852
IDI1	0.0049550419277981	-0.0949071033256505
CEACAM6	0.004881834747074648	-0.08505529459134012
ADORA3	0.004804362970495887	-0.02527567073123707
HADHB	0.00478805008110629	-0.10164919134830641
GCLC	0.004731167269105435	-0.1066160072838424
YBX1	0.004715262313031351	0.0013562232722993395
RPL22L1	0.004687688208186645	-0.005072924565837855
SLC25A3	0.004684469878513907	0.00011188638224046699
LHFPL2	0.004653921349937324	-0.07901273853430096
BLVRB	0.004623825597791556	-0.06066089643856047
AGFG1	0.004621965080266343	-0.026230057145316427
PGAM1	0.004601024765342964	-0.025810671816822395
GNPDA1	0.004592260660225881	-0.10508467856093473
ALOX5AP	0.004571837818273566	-0.03848923324415722
SEC11A	0.004563604499288579	-0.0018327700704329208
TLR4	0.004562618348149158	0.0016855578507342095
FLT1	0.004533718454760761	-0.10838810950577654
CTSA	0.004525850490155535	-0.09982331912760767
ADM	0.004498143988119578	-0.025092113691708384
PIK3IP1	0.004465692143847162	-0.023562025129408304
ARL4A	0.0044188048053283155	-0.04872191816768083
CORO2A	0.004412681221963187	-0.09622376018211903
UQCRH	0.004394592808118028	0.0009381876449807702
