"id","Ligand Name","Ligand Action","Symbol"
1,"levobupivacaine",,"CYP2D6"
1,"levobupivacaine",,"CYP2D6"
1,"levobupivacaine","BLOCKER","SCN4A"
2,"(S)-nitrendipine",,"CYP2C9"
2,"(S)-nitrendipine",,"CYP2C19"
2,"(S)-nitrendipine","GATING INHIBITOR","CACNA1D"
2,"(S)-nitrendipine","BLOCKER","CACNA1C"
3,"levdobutamine","AGONIST","ADRB1"
4,"aminopterin",,"DHFR"
4,"aminopterin",,"DHFR"
4,"aminopterin",,"DHFR"
4,"aminopterin",,"DHFR"
4,"aminopterin",,"DHFR"
4,"aminopterin",,"DHFR"
4,"aminopterin",,"DHFR"
4,"aminopterin","INHIBITOR","DHFR"
5,"azacitidine",,"DNMT1"
5,"azacitidine","INHIBITOR","DNMT1"
5,"azacitidine","INHIBITOR","DNMT3A"
6,"fluorouracil","INHIBITOR","TYMS"
7,"abarelix","ANTAGONIST","GNRHR"
8,"acamprosate","POSITIVE MODULATOR","GABRA1"
8,"acamprosate","POSITIVE MODULATOR","GABRG2"
8,"acamprosate","POSITIVE MODULATOR","GABRB3"
8,"acamprosate","ANTAGONIST","GRIN2D"
8,"acamprosate","ANTAGONIST","GRIN3B"
8,"acamprosate","ANTAGONIST","GRIN1"
8,"acamprosate","ANTAGONIST","GRIN2A"
8,"acamprosate","ANTAGONIST","GRIN2B"
8,"acamprosate","ANTAGONIST","GRIN2C"
8,"acamprosate","ANTAGONIST","GRIN3A"
9,"acarbose","INHIBITOR","MGAM"
9,"acarbose","INHIBITOR","AMY2A"
9,"acarbose",,"AMY1A"
9,"acarbose",,"AMY1A"
9,"acarbose",,"SI"
10,"acebutolol",,"ADRB1"
10,"acebutolol","ANTAGONIST","ADRB1"
11,"acemetacin","INHIBITOR","PTGS2"
11,"acemetacin","INHIBITOR","PTGS1"
12,"paracetamol",,"PTGS1"
12,"paracetamol",,"PTGS2"
12,"paracetamol","INHIBITOR","PTGS2"
12,"paracetamol","OPENER","TRPV1"
12,"paracetamol","AGONIST","CNR1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA12"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA7"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
13,"acetazolamide",,"CA1"
