ID	CD-coefficient	Significance
Mylpf	0.4499612089019525	-0.24640447488418205
Atp2a1	0.2386262420535665	-0.08074824053854603
Actn3	0.1915123016664193	-0.03739126044257964
Tnnt3	0.1816187288358826	-0.1022773907643868
Mb	0.17606603692237857	-0.24876698111789153
Tcap	0.16934263507654293	-0.1336037307737813
mt-Atp6	0.13554577193829329	0.00037705612848504266
Myoz1	0.13225756658608429	-0.24624858295107022
Tnni2	0.129955211018013	-0.1025323864149702
Ankrd23	0.11747576222367805	-0.05747781409384473
Aldoa	0.1112285353176017	-0.051652554342142276
Fth1	0.0958331292133336	-0.22040164288082098
mt-Co3	0.09346702898331503	0.0003202080433182264
Lyz2	0.0924008107903666	-0.24885620422746668
H19	0.07230810015922857	-0.2410821070707862
Ftl1	0.06695024225393112	-0.220425243049077
Rplp1	0.06692462523264119	-0.2021792038141269
Cox6a2	0.062489293956997344	-0.159599554120196
mt-Atp8	0.05964874485952226	0.0003638616188412769
Sepw1	0.05685221884158068	-0.18890106792210204
Tpt1	0.05344194731531088	-0.09742247058379871
Rpl10-ps3	0.04643976258529187	-0.20381245106167634
Spp1	0.04459042300508831	-0.15791243256546506
Rpl4	0.044211162628925674	-0.20248528928901266
Des	0.04371288642446552	-0.18088692685918423
Tnnc2	0.04112946783348783	-0.1026593563538678
Eef1a1	0.0391324503416252	-0.19529450421643793
Rps25	0.03900870175025953	-0.201189968118328
Atp5l	0.03878597771701955	-0.08191120637974701
Apoe	0.038519593635303856	-0.06381763769478893
Rplp0	0.0378562921522004	-0.202209899345973
Ybx3	0.0368707806495279	-0.03976005225998014
Rps3a1	0.035813653225504456	-0.20090735625275669
mt-Cytb	0.03491828481850937	0.00029274598720974154
Tmem38a	0.03352810863673773	-0.11022912784532823
Mt2	0.03288515534683221	-0.24717191932454352
Usmg5	0.03255727012971078	-0.06415780046448283
Ndrg2	0.032314547853448825	-0.24535582761968228
Gm11808	0.0318883379551923	-0.22835407935867177
Map1lc3a	0.03043111873339262	-0.24884485822999342
Ctsd	0.02942239940645993	-0.1675854522934157
Lgals1	0.029186009608234233	-0.24856687264389585
Sln	0.028962629189985118	-0.17053207832663453
Rps26	0.028777004409933558	-0.20115868011189597
Eef2	0.028158200953830523	-0.19550068843297486
Myh1	0.028022116569360572	-0.24656048917674717
Mt1	0.027566046227244484	-0.2471768682539645
Rpl13a	0.027397522580330416	-0.20363320863877132
Sar1b	0.027078151655841824	-0.19573778307815415
Neat1	0.02685885363015542	-0.24498420550998906
Rps23	0.026807082828351446	-0.20125233691388522
Rpl23a	0.026805716504235664	-0.20327285779096682
Rps29	0.02673089637428253	-0.20097038911500809
Rps15	0.026720623413436756	-0.20159401724699522
Rpl18a	0.026096581050408314	-0.20345334411879978
Rps24	0.025933701480602388	-0.20122117393548378
Ubb	0.025808646910003768	-0.07485995543188073
Cacng1	0.025669257890636895	-0.10956176027475478
Hsp90ab1	0.025618913012735216	-0.24462213979243447
Rps12-ps3	0.025265883278353527	-0.20168667214128522
Pdlim3	0.025018074238042476	-0.23701742243657187
Rpl17	0.024943419094748082	-0.20351340677805652
Rpl27-ps3	0.02457669585692592	-0.20312195669072752
Hspb8	0.02418381723113182	-0.24479315291560813
Tecr	0.023712581036445905	-0.13058626706001264
Rpsa	0.023611029011192948	-0.20040016911558034
Cox6b1	0.023110944258669646	-0.15964634146222814
Rps7	0.022207817603635927	-0.20049558746002927
Rpl18	0.022191689089489347	-0.2034833808901768
Rpl41	0.02197682268236071	-0.20245475033034444
Mybpc1	0.021768623695549386	-0.24665568047710257
Rpl24	0.02148534713911861	-0.2032125722365301
Rpl8	0.02123034866890838	-0.20227123784475043
Pde4dip	0.021139802251005597	-0.23744424784320733
Gpx3	0.021001272940011737	-0.23964825036596338
Rpl19	0.020785520855812638	-0.2034233274929833
Cst3	0.020521839547442095	-0.16570783950206175
2010107E04Rik	0.020416780683420933	-0.0068984877393891
Rpl37a	0.02024835649029938	-0.2026679737602729
Fhl1	0.020099827387223004	-0.21690942155824694
Rps2	0.019797426256860214	-0.20137685574593356
Rps4x	0.01965597864791992	-0.2008757959041465
Trdn	0.01954155356965539	-0.09466861205454502
Rpl14	0.01950498121905108	-0.20360331246172847
Rps14	0.01939664593612956	-0.2016249179941959
Rps11	0.019264037277006294	-0.20174832800973064
Mylk2	0.019239706801206635	-0.24641623470817436
Ctsl	0.019080222086940088	-0.16776309496373565
mt-Nd3	0.018906692218848668	0.0001325291574015841
Trim63	0.01864868312151804	-0.0916955949257422
Psap	0.018280161977732825	-0.22360366875140347
Pgk1	0.0178387592306531	-0.23567142895884197
Rpl32	0.017818734521221177	-0.2029105612346087
Txnip	0.017660937883582813	-0.07753059126630701
Rpl29	0.017516684271746817	-0.20303133267271878
Rps5	0.01738062439708244	-0.2008442179497545
Rpl36	0.017285882628409306	-0.20278942766930952
Cryab	0.01703519681553566	-0.16389637576910487
Rps27	0.01690639386402903	-0.2011273687608256
Aldh1a1	0.016825821629441157	-0.05074679059511334
Rpl23	0.01664404764389921	-0.20330305565989581
Rps17	0.016392117164323174	-0.20150110309318126
Nme2	0.016016512911550727	-0.24393958613207473
Uqcrb	0.015826978421705818	-0.06556136873202312
Hspa8	0.01569675014655235	-0.24472855031992083
Cox7b	0.015378045078123083	-0.1599268796987804
Atp5c1	0.01537675980874005	-0.08127122359494042
Ndufb9	0.01529133850223531	-0.24508969353487947
Rps8	0.01522413669804156	-0.20046380407973619
Cox7c	0.015098947559115563	-0.15997359605048933
Rps12	0.015098313521076644	-0.20171751790862302
Rpl37	0.014776612571908558	-0.20269837413160774
Ndufa6	0.014536479614414158	-0.24524606178563496
Rps16	0.014524910685606173	-0.20153210806879385
Cd63	0.014213646421981953	-0.12891998640624988
Rpl26	0.014165176753569817	-0.20318238948991685
Cnbp	0.014022632723557063	-0.15189669699770172
Myom1	0.013986234275524666	-0.24627297419823002
Lamp1	0.013888758451973009	-0.24838972471845952
Rpl38	0.01371582533447933	-0.2026070846489595
Uqcr11	0.013583056889230914	-0.06562788614048454
Rps6	0.013239420353284546	-0.20081265384737623
Atp6v1g1	0.013173663429609666	-0.08307382371058145
Ctsb	0.01316763774485394	-0.16749655837758545
Rpl7a	0.012993463351069127	-0.2023325375588706
Ndufa4	0.012678148879293694	-0.2452680738443972
Rpl31	0.012673392596780991	-0.20294077324446924
Tmod4	0.012400703000709976	-0.10664289417901973
Klhl41	0.012394541170561112	-0.24816268407019157
Ndufs2	0.012262351685834066	-0.24505965764131177
Pink1	0.012159847328105797	-0.23364865368922555
Ndufa1	0.01211950423130181	-0.24531919635376465
Rps21	0.012067777582887528	-0.2012835049790419
Rpl35	0.011966101432605798	-0.2028500149676743
Serpinb6a	0.011942627078704976	-0.18816323032838378
Cfl2	0.01182841859200134	-0.14028493863564062
Uqcr10	0.011767708721684552	-0.06569436440355358
Rpl7	0.011758905872335787	-0.2023630909720998
Myot	0.01171045644941932	-0.24625469402013583
Ube2b	0.011682155300551928	-0.0746568789125619
Ctss	0.011666152625329542	-0.16785182322843503
Art1	0.01159511002956589	-0.07404602443708361
S100a4	0.011586514512520471	-0.1971443237011251
Rpl6	0.011505186148397463	-0.20239366800823289
Vim	0.01139237511228203	-0.05678605779030377
Cd24a	0.011251098668155221	-0.1269785309209549
Uqcrh	0.011219580160503763	-0.06529496345353358
Hspb1	0.011218990675678685	-0.24474474177202277
Eif1	0.011214576999730427	-0.1973367899510001
Myl12a	0.01105343219288129	-0.24647451018287642
Atp5b	0.010960584761492425	-0.08121305362982847
Gpx4	0.010926847243024604	-0.23966069700600395
Oat	0.010759781644109187	-0.24145479739769643
Ccng1	0.010738598242898334	-0.12398799419880857
Myl6	0.010568844443492868	-0.24644540257793052
Laptm4a	0.01043190262353156	-0.248415692549123
Slc25a4	0.010378582085601842	-0.1775277124127177
Gm9843	0.010341191193281057	-0.23745697172983216
Rps27a	0.010267535410623167	-0.20109601809845012
Ankrd1	0.010242374173969896	-0.05684515321816683
Rpl13	0.0101663344866266	-0.20369297598964353
Mgp	0.010139160031820476	-0.2483726205696521
Acadl	0.010138397326111796	-0.033768627501602054
Ndufa2	0.010107202567939013	-0.2452826532233799
Ndufb11	0.009864403911089245	-0.2451495188334858
Sepp1	0.009814915414847553	-0.18937644084709582
Ghitm	0.009807431989153192	-0.22514716704996832
Aco2	0.00977430221550044	-0.035385201956568954
Rps18	0.009691813307709492	-0.201470048267965
Itgb1bp2	0.009567204230880581	-0.24700135405716106
Pkia	0.009526115758920924	-0.23313889594884218
Atp5k	0.009511719079914157	-0.08185307098176231
Rpl15	0.009509413727422223	-0.20354341371193374
Adssl1	0.009498671172825476	-0.04441920705094259
Lcn2	0.009381414663615218	-0.248496167840729
Lgals3	0.009137345896478287	-0.24857113410237924
Calm1	0.009091742660125048	-0.11035593265248012
Rpl10a	0.00897194354476329	-0.2037825722813844
Cox8b	0.008943799848934545	-0.16006697574571477
Pgm2	0.008890825676468903	-0.23559778432890066
Sqstm1	0.00875953151503534	-0.15639387154360596
Rps28	0.008723752670469292	-0.20100183850658082
Ampd1	0.008701220334423164	-0.05460850660704636
Murc	0.008679293186041702	-0.2467915218127577
Atp5o	0.008640893455198166	-0.08196932426289578
Glrx3	0.008614943254098532	-0.22635641943921975
Atp1a2	0.008549137027266153	-0.08039960387302177
Gsn	0.008519288550717102	-0.2401763627423543
Ptp4a3	0.008503326239452304	-0.22137943270938648
Calm2	0.008487346893310037	-0.11041258974820747
Arl6ip5	0.008370948521408	-0.07147971804694012
Rab2a	0.00829469635608158	-0.2174220794255392
Psmb5	0.008202040011610205	-0.2231572257394746
Ndufa13	0.008198404174275647	-0.24528992849285963
Vdac3	0.008188906046943892	-0.05763077113914339
Atp5a1	0.008058170653727067	-0.0811548855445284
Mrpl42	0.008021267066195612	-0.24757844960184272
Pdha1	0.007971517337719477	-0.23721139683316583
Pdlim5	0.007947124108455512	-0.23698951864130963
Gstp1	0.007893739174947137	-0.24039244435722726
Hspb7	0.00778203764886428	-0.244785105890043
Uqcc2	0.007731182204595278	-0.0658269763236119
Rps9	0.007728642562055663	-0.20043198567747367
